location,country,date,current_infected,cumulative_infected,new_infected,deaths,recovered,recovery_rate,mortality_rate,population_impact_percentage
Los Angeles,International,2024-03-23,99380,305619,60584,4352,201887,66.05839296640589,1.4239952358982917,3.881519906666426
Los Angeles,International,2024-03-24,150367,397526,35613,14072,233087,58.63440378742523,3.5398942459109595,4.390442163159144
Los Angeles,International,2024-03-25,87612,155664,27765,6741,61311,39.38675609004009,4.330481036077706,5.729019835016123
Los Angeles,International,2024-03-26,10616,357185,4927,13074,333495,93.36758262525022,3.6602880860058513,4.474621990057704
Los Angeles,International,2024-03-27,366211,380779,227638,17993,-3425,-0.8994718721358059,4.725313108128336,4.634554701593922
Los Angeles,India,2024-03-28,184278,312724,89429,5084,123362,39.44756398613474,1.6257146877118482,8.961690067386623
Los Angeles,India,2024-03-29,1734,1983,483,96,153,7.715582450832073,4.841149773071105,0.16613313606245197
Los Angeles,International,2024-03-30,212902,239698,173174,7914,18882,7.877412410616692,3.3016545820157033,4.545116679826188
Los Angeles,International,2024-03-31,216098,551456,97307,15433,319925,58.01460134625428,2.798591365403586,6.36629958144157
Los Angeles,India,2024-04-01,90625,208218,84540,3781,113812,54.66001978695406,1.815885274087735,2.2107816083118204
Los Angeles,India,2024-04-02,60641,139174,22256,1812,76721,55.1259574345783,1.3019673214824607,2.510159749572003
Los Angeles,India,2024-04-03,31683,320157,9584,8452,280022,87.46396299315649,2.639954772189894,3.7548475352952644
Los Angeles,India,2024-04-04,5809,7463,482,214,1440,19.295189602036714,2.867479565858234,0.6147294547910678
Los Angeles,International,2024-04-05,122949,142042,30831,6078,13015,9.162782838878641,4.279016065670717,6.002481418938906
Los Angeles,International,2024-04-06,103798,133573,62338,362,29413,22.020168746677847,0.27101285439422634,6.924192243233422
Los Angeles,International,2024-04-07,100267,159377,82593,6729,52381,32.86609736662128,4.222064664286566,6.804846911545572
Los Angeles,India,2024-04-08,59839,88413,21840,342,28232,31.931955707871012,0.3868209426215602,2.5376100892481714
Los Angeles,India,2024-04-09,52813,509768,24485,10161,446794,87.64653724831687,1.9932596789127603,6.800153513297483
Los Angeles,India,2024-04-10,47696,52113,1881,100,4317,8.283921478325945,0.19189069905781667,2.209842839223788
Los Angeles,International,2024-04-11,11926,23439,9316,17,11496,49.046461026494306,0.07252869149707751,3.4524610881902826
Los Angeles,International,2024-04-12,210906,400438,60103,7540,181992,45.44823418356899,1.8829381826899545,7.851468393093795
Los Angeles,India,2024-04-13,28530,84410,13923,1399,54481,64.54330055680606,1.6573865655727993,3.1958377251965735
Los Angeles,International,2024-04-14,407664,570977,92642,21703,141610,24.80134926625766,3.801028762979945,7.942947032737667
Los Angeles,International,2024-04-15,82770,239035,18774,7278,148987,62.328529294873135,3.044742401740331,9.323836114862202
Los Angeles,India,2024-04-16,11459,70168,3332,1257,57452,81.87777904457873,1.7914148899783378,2.5778464210742107
Los Angeles,International,2024-04-17,318817,336512,136626,590,17105,5.083028242677824,0.17532807151007987,5.008248059726549
Los Angeles,India,2024-04-18,182680,333533,27149,4658,146195,43.832244485553154,1.3965634584883655,5.458029857624154
Los Angeles,India,2024-04-19,6442,41200,5846,1975,32783,79.57038834951456,4.793689320388349,3.4075777250283275
Los Angeles,International,2024-04-20,93989,211259,19077,10173,107097,50.69464496187145,4.815416147951093,5.730059902003197
Los Angeles,International,2024-04-21,94408,582174,55887,23952,463814,79.66930848852748,4.114233888837358,6.0608502393008
Los Angeles,International,2024-04-22,248970,366932,90498,2657,115305,31.424078575866922,0.7241123695943662,3.7999068384280505
Los Angeles,International,2024-04-23,362283,428240,307115,21033,44924,10.490379226601904,4.911498225294228,4.3309495109224905
Los Angeles,International,2024-04-24,164050,375753,2210,749,210954,56.14166753159655,0.19933307252370572,3.9779392607666315
Los Angeles,International,2024-04-25,71380,668885,19534,237,597268,89.29307728533306,0.03543209968828723,7.399352882266896
Los Angeles,International,2024-04-26,482880,683953,257253,21693,179380,26.226948342941693,3.1717091671503743,6.96700245715763
Los Angeles,International,2024-04-27,98182,186019,39897,8975,78862,42.39459410060263,4.824775963745639,4.099972691681145
Los Angeles,International,2024-04-28,132051,201905,73369,7292,62562,30.985859686486215,3.6115995146232134,5.047645190580762
Los Angeles,India,2024-04-29,189403,270740,58587,8533,72804,26.89074388712418,3.151732289281229,7.1008872043712135
Los Angeles,International,2024-04-30,17561,30274,11598,1151,11562,38.19118715729669,3.8019422606857365,2.695579548712579
Los Angeles,India,2024-05-01,6420,23950,1498,221,17309,72.27139874739039,0.9227557411273487,1.9367605234024556
Los Angeles,International,2024-05-02,249288,252622,116996,8318,-4984,-1.97290813943362,3.2926665136053073,7.619122875856813
Los Angeles,India,2024-05-03,53458,72164,51815,1926,16780,23.252591319771632,2.668920791530403,2.9755920959855646
Los Angeles,India,2024-05-04,8585,628606,1241,4807,615214,97.86957171901,0.7647079410632416,6.384336647753528
Los Angeles,India,2024-05-05,208451,233912,164071,2584,22877,9.780173740552002,1.1046889428503026,3.0549365385491924
Los Angeles,International,2024-05-06,58498,183165,37826,7667,117000,63.87683236426172,4.18584336527175,4.329266779409836
Los Angeles,India,2024-05-07,5068,94366,2993,1195,88103,93.36307568403875,1.266345929678062,3.593496170252953
Los Angeles,International,2024-05-08,570064,719453,441471,25968,123421,17.154838467557994,3.6094088147523182,7.838851449890015
Los Angeles,International,2024-05-09,232491,470198,216964,17158,220549,46.90555893474664,3.649101017018362,6.306155636100279
Los Angeles,International,2024-05-10,4470,28845,121,533,23842,82.65557288958225,1.8478072456231582,0.905389965849739
Los Angeles,India,2024-05-11,333203,404661,192473,3099,68359,16.892905419598133,0.7658262100869616,6.011369669650309
Los Angeles,International,2024-05-12,105715,124241,66685,699,17827,14.348725460999187,0.5626162056004057,4.634958888573859
Los Angeles,India,2024-05-13,33514,49409,29051,147,15748,31.8727357364043,0.2975166467647595,0.5806436449317516
Los Angeles,India,2024-05-14,7753,47117,2909,982,38382,81.46104378462125,2.084173440584078,1.5633160070260796
Los Angeles,International,2024-05-15,58119,132241,43413,4694,69428,52.501115387814664,3.5495799336060676,1.4404043209624409
Los Angeles,International,2024-05-16,54466,85554,54216,2615,28473,33.28073497440213,3.056549080113145,4.087289529957404
Los Angeles,India,2024-05-17,72532,139596,60882,6826,60238,43.15166623685492,4.88982492335024,4.595728878465167
Los Angeles,India,2024-05-18,239828,266918,28165,11022,16068,6.019826313699339,4.129358080009591,7.970475693928096
Los Angeles,India,2024-05-19,403269,452469,149457,1374,47826,10.570005900956751,0.3036672125604185,6.682467415754896
Los Angeles,International,2024-05-20,18425,26149,10565,630,7094,27.129144517954796,2.409269952961872,5.010980503378469
Los Angeles,International,2024-05-21,66568,256359,55436,471,189320,73.84956252754927,0.18372672697272185,5.2448041742551865
Los Angeles,International,2024-05-22,325670,414402,150145,18793,69939,16.877090361533003,4.534968460576928,9.34241990502971
Los Angeles,International,2024-05-23,28734,188093,7852,1545,157814,83.90211225298124,0.8214021787094681,2.0472812214658407
Los Angeles,International,2024-05-24,98770,210810,59411,8214,103826,49.250984298657556,3.896399601536929,4.398264395339313
Los Angeles,India,2024-05-25,176845,255232,128740,6307,72080,28.24097291875627,2.4710851303911734,8.07863399577001
Los Angeles,International,2024-05-26,53315,134377,43508,3965,77097,57.37365769439711,2.950653757711513,7.517867782604683
Los Angeles,International,2024-05-27,129783,243741,15706,10993,102965,42.24361104615145,4.5101152452808515,7.183054261985018
Los Angeles,International,2024-05-28,51203,141757,9309,2857,87697,61.86431710603356,2.015420755236073,1.797460829968729
Los Angeles,India,2024-05-29,20883,259339,2424,2935,235521,90.81588191517666,1.1317233428061342,4.192060948863578
Los Angeles,India,2024-05-30,102693,269729,31924,12102,154934,57.44061632230869,4.486725565289606,2.959331072180824
Los Angeles,India,2024-05-31,61392,150543,10261,1032,88119,58.53410653434567,0.6855184233076265,3.7277993100217217
Los Angeles,International,2024-06-01,267058,736404,257601,22925,446421,60.621751104013555,3.1131009608856006,7.847422385108989
Los Angeles,India,2024-06-02,482214,574885,165391,11748,80923,14.076380493490001,2.043539142611131,7.764244431112783
Los Angeles,India,2024-06-03,8817,69736,6251,3049,57870,82.98439830216817,4.372203739818745,9.785393753490473
Los Angeles,International,2024-06-04,68947,100217,49632,1526,29744,29.679595278246207,1.5226957502220182,1.195388539146628
Los Angeles,India,2024-06-05,35583,66413,7744,432,30398,45.77115926098806,0.6504750575941457,2.1428891784951536
Los Angeles,India,2024-06-06,149315,173458,2197,4383,19760,11.391806662131467,2.526836467617521,3.256766091240445
Los Angeles,International,2024-06-07,166930,169199,55537,4512,-2243,-1.3256579530611883,2.6666824272011067,9.132750604265647
Los Angeles,India,2024-06-08,319649,513279,263774,7264,186366,36.30890802078402,1.4152147272730815,6.239826284298262
Los Angeles,India,2024-06-09,484320,506490,176553,14539,7631,1.5066437639440067,2.8705403857924146,7.223072417686366
Los Angeles,International,2024-06-10,226210,797689,221459,39223,532256,66.7247511248118,4.917079212575326,9.253937008787474
Los Angeles,India,2024-06-11,25771,73829,18006,3663,44395,60.13219737501524,4.961465006975579,7.861450048821937
Los Angeles,International,2024-06-12,45251,51721,38372,2237,4233,8.184296513988516,4.325129057829509,1.0332231143443436
Los Angeles,India,2024-06-13,20557,196197,18793,2170,173470,88.41623470287517,1.106031182943674,6.629932270252607
Los Angeles,International,2024-06-14,59341,101102,31177,2340,39421,38.99131570097526,2.3144942731103244,1.1513402884602684
Los Angeles,India,2024-06-15,12808,33964,1061,1405,19751,58.15274997055706,4.1367330114238605,1.5901590299486816
Los Angeles,International,2024-06-16,329595,440667,263396,19145,91927,20.860876807203628,4.344550420158532,5.977579752135005
Los Angeles,India,2024-06-17,3649,130343,1048,6151,120543,92.48137606162203,4.719087331118664,3.3586899915970263
Los Angeles,India,2024-06-18,361382,441949,173156,10291,70276,15.901382286191392,2.3285492217427803,7.44026394772763
Los Angeles,India,2024-06-19,261138,619338,15709,20306,337894,54.557285359529054,3.278662055291295,7.240839053377715
Los Angeles,India,2024-06-20,21120,143568,7334,1653,120795,84.13783015713808,1.1513707790036778,3.5918606707918888
Los Angeles,India,2024-06-21,20844,223490,2124,6807,195839,87.62763434605574,3.04577386012797,4.950126627025489
Los Angeles,India,2024-06-22,68850,287675,54468,13234,205591,71.46641174936995,4.600330233770748,3.3747017551968415
Los Angeles,International,2024-06-23,19717,46979,11345,1644,25618,54.53074778092339,3.4994359181762067,0.47241126840499886
Los Angeles,International,2024-06-24,6228,35681,4895,475,28978,81.21409153330904,1.3312407163476359,0.8990855185773883
Los Angeles,International,2024-06-25,1165,9220,891,252,7803,84.63123644251627,2.7331887201735356,0.9024263719915042
Los Angeles,India,2024-06-26,68341,151686,36281,4649,78696,51.8808591432301,3.0648840367601493,4.213628749767354
Los Angeles,India,2024-06-27,37003,51706,34045,1777,12926,24.999032994236643,3.4367384829613585,0.9253479405612577
Los Angeles,India,2024-06-28,59859,562894,17518,19997,483038,85.81331476263738,3.552533869609553,9.804199565398836
Chicago,International,2024-01-01,15648,514842,13817,8777,490417,95.255826059257,1.704794869105473,6.622953763641844
Chicago,International,2024-01-02,71842,580523,3383,26040,482641,83.13899707677388,4.48561038925245,9.073450619252146
Chicago,India,2024-01-03,62961,69568,61141,771,5836,8.388914443422262,1.108268169273229,3.0610098762976774
Chicago,India,2024-01-04,9176,38074,4224,675,28223,74.12670063560435,1.7728633713295163,1.5666649384550941
Chicago,International,2024-01-05,128719,379519,80612,2046,248754,65.54454454190699,0.539103444096343,6.450943413865519
Chicago,International,2024-01-06,58898,62057,47283,1729,1430,2.3043331131056934,2.786148218573247,1.4201957200289546
Chicago,India,2024-01-07,17449,33919,675,857,15613,46.03024853327044,2.5266075061175153,1.5213759169677437
Chicago,International,2024-01-08,132452,171510,27825,7009,32049,18.68637397236313,4.086642178298641,8.018056639241681
Chicago,International,2024-01-09,15130,250107,9070,3571,231406,92.52280024149664,1.427788906348083,7.49281895866812
Chicago,International,2024-01-10,456920,599199,53601,25153,117126,19.547095372322048,4.197770690538535,7.637622747713298
Chicago,International,2024-01-11,33601,122362,20807,2823,85938,70.23258854873245,2.307088802079077,5.717115791195057
Chicago,International,2024-01-12,100829,163825,57965,5169,57827,35.29803143598352,3.1551960933923393,1.947170787291693
Chicago,International,2024-01-13,270926,273540,85494,11398,-8784,-3.2112305330116255,4.166849455289903,4.887578022301607
Chicago,International,2024-01-14,14070,92561,193,3135,75356,81.41225786238265,3.386955629260704,8.48458793452565
Chicago,International,2024-01-15,128611,165403,124239,3793,32999,19.95066594922704,2.293186943404896,5.599213280795114
Chicago,International,2024-01-16,585126,830117,100832,5375,239616,28.865328622350827,0.6474990874780302,9.319761182782697
Chicago,International,2024-01-17,33406,175030,16117,3714,137910,78.79220705021996,2.121921956236074,3.5308616024499577
Chicago,India,2024-01-18,162511,243807,110056,3572,77724,31.879314375715218,1.4650932910047703,3.4112621587436616
Chicago,India,2024-01-19,68754,146545,44464,5074,72717,49.62093554880753,3.4624176873997747,4.098773318774337
Chicago,India,2024-01-20,194606,201783,150571,4710,2467,1.2226005163963267,2.3341906899986617,6.344647125519516
Chicago,India,2024-01-21,397222,425315,255001,12503,15590,3.6655184980543836,2.9397035138661933,5.270281690524806
Chicago,India,2024-01-22,13332,21013,12604,356,7325,34.85937276923809,1.6941893113786701,3.3935559097743386
